ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,order_value_INR,delivery_time_minutes,status,distance_km,_approx_place,place_type
ORD0180,DP0114,27,5.0,19.196104,73.123791,19.156348,73.227041,2024-06-22,23:36:13,2820.0,43.0,Delivered,11.71,Mumbai,Metro
ORD0181,DP0294,33,4.3,28.417083,77.198221,28.528953,77.179865,2024-08-10,18:31:42,651.0,78.0,Delayed,12.568,Delhi,Metro
ORD0182,DP0105,29,3.8,18.396317,73.964479,18.302476,74.050691,2024-10-23,08:34:57,230.0,73.0,Delivered,13.845,Pune,Metro
ORD0183,DP0050,27,4.0,18.548201,74.065807,18.66831,74.046022,2025-06-13,21:46:39,198.0,60.0,Delivered,13.517,Pune,Metro
ORD0184,DP0232,35,4.7,28.692786,76.920715,28.596389,76.873197,2024-12-05,19:30:20,589.0,69.0,Delivered,11.679,Delhi,Metro
ORD0185,DP0153,36,4.7,18.521415,73.636219,18.579379,73.639121,2025-01-30,15:27:01,359.0,24.0,Delivered,6.453,Pune,Metro
ORD0186,DP0267,34,3.7,13.295817,80.166252,13.300144,80.116668,2025-05-02,10:55:50,692.0,34.0,Delivered,5.387,Chennai,Metro
ORD0187,DP0344,38,4.2,13.009432,80.325922,12.919904,80.364888,2024-10-15,11:26:48,585.0,49.0,Delayed,10.813,Chennai,Metro
ORD0188,DP0184,32,4.9,19.066369,73.260982,19.112239,73.211908,2024-05-13,19:34:16,399.0,35.0,Delivered,7.253,Mumbai,Metro
ORD0189,DP0180,37,3.8,17.650399,78.441486,17.528054,78.38258,2025-09-03,12:37:14,232.0,55.0,Delivered,14.969,Hyderabad,Metro
ORD0190,DP0238,22,3.5,13.226085,80.379248,13.264764,80.396767,2024-10-14,18:00:19,145.0,29.0,Delivered,4.7,Chennai,Metro
ORD0191,DP0345,29,3.8,19.027881,73.191482,18.953444,73.228475,2024-12-10,09:32:13,307.0,45.0,Delivered,9.145,Mumbai,Metro
ORD0192,DP0069,38,3.7,22.576948,88.535767,22.578758,88.573364,2024-11-20,00:29:39,765.0,22.0,Delivered,3.865,Kolkata,Metro
ORD0193,DP0137,46,3.8,12.876036,80.296459,12.795676,80.225589,2025-01-02,12:49:31,488.0,46.0,Delivered,11.785,Chennai,Metro
ORD0194,DP0124,37,4.0,17.204254,78.412987,17.172772,78.357278,2025-06-22,18:38:33,176.0,37.0,Delivered,6.876,Hyderabad,Metro
ORD0195,DP0050,43,4.4,19.107519,72.972226,18.990942,72.936612,2024-05-31,14:59:01,474.0,61.0,Delivered,13.492,Mumbai,Metro
ORD0196,DP0068,35,4.0,17.133182,78.513488,17.153721,78.641012,2025-10-14,17:26:25,550.0,47.0,Delivered,13.741,Hyderabad,Metro
ORD0197,DP0212,37,3.7,13.098877,77.57109,13.109408,77.588934,2025-04-20,12:12:33,226.0,14.0,Delivered,2.26,Bengaluru,Metro
ORD0198,DP0208,37,4.8,22.753631,88.501562,22.697384,88.466348,2024-02-23,20:42:36,468.0,32.0,Delivered,7.222,Kolkata,Metro
ORD0199,DP0070,33,4.1,28.564184,76.928295,28.595087,76.898589,2024-05-06,22:43:51,437.0,16.0,Delivered,4.497,Delhi,Metro
ORD0200,DP0139,35,4.5,18.645405,73.912802,18.647082,73.82212,2024-06-02,17:58:06,189.0,48.0,Delivered,9.556,Pune,Metro
ORD0201,DP0312,32,4.4,18.89169,73.219294,18.819642,73.233551,2024-08-09,17:40:34,540.0,31.0,Delivered,8.151,Mumbai,Metro
ORD0202,DP0103,30,4.6,17.523582,78.233766,17.481336,78.240252,2024-07-03,14:23:16,622.0,26.0,Delivered,4.748,Hyderabad,Metro
ORD0203,DP0357,39,4.0,18.860119,72.843359,18.771052,72.922709,2024-01-12,01:02:42,896.0,43.0,Delivered,12.955,Mumbai,Metro
ORD0204,DP0116,35,4.5,18.886619,72.875191,18.881595,72.910068,2024-02-02,20:52:45,878.0,29.0,Delivered,3.712,Mumbai,Metro
ORD0205,DP0314,25,4.9,17.398287,78.680507,17.331254,78.707613,2024-09-17,17:25:54,160.0,36.0,Delivered,7.99,Hyderabad,Metro
ORD0206,DP0184,30,4.1,28.498773,76.988613,28.544793,76.970825,2024-04-20,22:48:40,218.0,21.0,Delivered,5.404,Delhi,Metro
ORD0207,DP0134,28,5.0,18.909818,72.632851,18.855346,72.51013,2024-05-07,08:47:50,602.0,48.0,Delivered,14.262,Mumbai,Metro
ORD0208,DP0043,31,5.0,28.365723,76.996948,28.364276,76.902921,2025-01-05,11:46:26,602.0,43.0,Delivered,9.201,Delhi,Metro
ORD0209,DP0248,24,5.0,18.627045,73.644136,18.56892,73.632516,2024-10-30,13:00:01,602.0,30.0,Delivered,6.578,Pune,Metro
ORD0210,DP0042,27,3.4,19.333724,72.668799,19.27953,72.5743,2025-07-24,21:03:05,6000.0,69.0,Delivered,11.604,Mumbai,Metro
ORD0211,DP0043,34,3.9,13.217306,77.498435,13.190999,77.51993,2024-08-29,08:30:49,626.0,33.0,Delivered,3.738,Bengaluru,Metro
ORD0212,DP0153,31,4.3,12.898105,77.680166,12.968313,77.654654,2024-09-22,09:31:06,930.0,33.0,Delivered,8.282,Bengaluru,Metro
ORD0213,DP0120,35,4.3,13.146309,80.038276,13.2756,80.077355,2024-08-20,12:38:51,819.0,,Cancelled,14.986,Chennai,Metro
ORD0214,DP0055,35,4.7,28.913622,76.84433,28.944873,76.947171,2024-04-19,12:55:48,663.0,65.0,Returned,10.595,Delhi,Metro
ORD0215,DP0184,40,3.8,28.769092,77.362853,28.679357,77.338841,2025-09-17,22:34:33,337.0,42.0,Delivered,10.249,Delhi,Metro
ORD0216,DP0391,39,4.5,22.648776,88.293154,22.755064,88.372531,2025-03-30,19:01:30,714.0,77.0,Delivered,14.352,Kolkata,Metro
ORD0217,DP0288,32,3.4,12.813804,77.411147,12.820495,77.45558,2024-12-11,19:50:58,245.0,27.0,Delivered,4.875,Bengaluru,Metro
ORD0218,DP0398,33,4.2,18.711913,72.733256,18.657973,72.658445,2025-01-09,12:19:13,356.0,43.0,Returned,9.903,Mumbai,Metro
ORD0219,DP0281,21,3.4,13.091709,77.648091,13.185047,77.719009,2025-07-16,20:19:53,299.0,56.0,Delivered,12.911,Bengaluru,Metro
ORD0220,DP0025,35,3.8,13.288114,80.322597,13.259714,80.194796,2024-03-29,18:04:15,445.0,56.0,Delivered,14.187,Chennai,Metro
ORD0221,DP0141,27,3.7,19.450144,72.957208,19.454386,72.90635,2025-08-01,19:51:49,2123.0,25.0,Delivered,5.353,Mumbai,Metro
ORD0222,DP0038,31,3.9,19.319809,72.675807,19.234161,72.744247,2024-01-10,14:20:49,114.0,43.0,Delivered,11.929,Mumbai,Metro
ORD0223,DP0315,39,4.9,28.503614,76.985748,28.50482,76.929824,2025-07-05,18:57:36,679.0,25.0,Delivered,5.466,Delhi,Metro
ORD0224,DP0123,35,3.7,13.170741,80.155112,13.122866,80.053176,2025-08-26,19:00:11,136.0,63.0,Delayed,12.254,Chennai,Metro
ORD0225,DP0209,28,4.1,22.814368,88.280579,22.853364,88.312455,2025-08-08,07:49:50,302.0,29.0,Delivered,5.429,Kolkata,Metro
ORD0226,DP0125,39,4.7,22.313124,88.210543,22.307246,88.242146,2025-02-22,19:16:31,900.0,16.0,Delivered,3.316,Kolkata,Metro
ORD0227,DP0240,33,5.0,13.177831,77.729973,13.197473,77.744419,2025-04-24,12:46:18,439.0,17.0,Delivered,2.686,Bengaluru,Metro
ORD0228,DP0014,38,4.5,28.62754,77.437842,28.597299,77.335813,2024-02-26,07:59:23,198.0,37.0,Delivered,10.512,Delhi,Metro
ORD0229,DP0369,33,4.0,13.168894,80.367107,13.169348,80.326216,2024-09-08,14:02:31,255.0,18.0,Delivered,4.428,Chennai,Metro
ORD0230,DP0193,30,3.9,28.931196,77.180307,29.034386,77.152579,2024-10-09,14:36:32,676.0,47.0,Delivered,11.787,Delhi,Metro
ORD0231,DP0059,26,4.0,13.01223,77.631291,12.97441,77.602078,2025-08-30,20:25:24,252.0,37.0,Delivered,5.263,Bengaluru,Metro
ORD0232,DP0204,38,4.4,18.458453,73.701182,18.363647,73.731372,2024-05-15,20:27:06,489.0,40.0,Delivered,11.013,Pune,Metro
ORD0233,DP0091,30,4.0,28.612902,76.955524,28.637742,77.005846,2025-05-20,18:34:35,434.0,20.0,Delivered,5.635,Delhi,Metro
ORD0234,DP0010,30,4.4,19.311875,73.184933,19.25878,73.062844,2024-11-08,12:16:38,266.0,54.0,Delivered,14.109,Mumbai,Metro
ORD0235,DP0380,30,4.0,13.190205,77.649208,13.143851,77.641219,2025-02-17,20:35:24,1884.0,37.0,Returned,5.226,Bengaluru,Metro
ORD0236,DP0249,36,4.6,19.173136,72.887785,19.116097,72.95118,2024-02-13,11:53:37,655.0,,Cancelled,9.196,Mumbai,Metro
ORD0237,DP0235,33,4.2,28.598884,76.990618,28.63037,76.921515,2025-01-14,16:35:05,102.0,39.0,Delivered,7.6,Delhi,Metro
ORD0238,DP0353,40,4.5,17.263323,78.61316,17.199103,78.674727,2024-04-10,19:40:12,479.0,40.0,Delivered,9.682,Hyderabad,Metro
ORD0239,DP0368,24,3.8,18.98431,72.515258,19.033634,72.485598,2025-01-31,17:37:49,264.0,,Cancelled,6.309,Mumbai,Metro
ORD0240,DP0151,24,5.0,12.958372,77.418963,12.957644,77.432929,2024-06-19,13:34:48,763.0,11.0,Delivered,1.516,Bengaluru,Metro
ORD0241,DP0108,36,5.0,28.84249,77.04109,28.772816,76.982988,2024-06-07,13:48:02,241.0,37.0,Delivered,9.595,Delhi,Metro
ORD0242,DP0112,34,4.3,28.444571,77.017035,28.43929,76.865058,2024-10-18,13:35:06,388.0,,Cancelled,14.871,Delhi,Metro
ORD0243,DP0234,37,4.8,18.443556,73.683967,18.403911,73.68329,2025-03-08,20:47:21,598.0,29.0,Delivered,4.409,Pune,Metro
ORD0244,DP0248,34,3.3,22.812582,88.191072,22.782704,88.333258,2025-05-22,20:11:03,770.0,72.0,Delivered,14.949,Kolkata,Metro
ORD0245,DP0286,31,4.5,13.270248,80.255967,13.185729,80.233991,2024-10-25,08:58:55,181.0,66.0,Returned,9.694,Chennai,Metro
ORD0246,DP0194,20,3.6,28.437598,77.101786,28.380701,77.110434,2024-01-10,14:28:47,332.0,30.0,Delivered,6.383,Delhi,Metro
ORD0247,DP0061,28,3.9,18.605485,74.039832,18.634379,74.053108,2024-08-21,22:20:01,301.0,22.0,Delivered,3.504,Pune,Metro
ORD0248,DP0142,23,4.8,19.274049,72.967109,19.167313,72.992755,2025-09-15,07:33:13,266.0,45.0,Delivered,12.17,Mumbai,Metro
ORD0249,DP0156,35,4.4,22.387965,88.480993,22.424843,88.403546,2024-06-14,18:27:10,1445.0,40.0,Delivered,8.956,Kolkata,Metro
ORD0250,DP0156,48,3.3,22.624769,88.143284,22.568635,88.112661,2025-04-24,13:04:10,558.0,28.0,Delivered,6.989,Kolkata,Metro
ORD0251,DP0133,37,4.7,13.054646,80.237558,12.963066,80.309611,2025-02-09,19:26:21,174.0,45.0,Delivered,12.831,Chennai,Metro
ORD0252,DP0250,34,4.1,19.427616,72.89195,19.542755,72.961905,2024-12-14,14:00:21,799.0,64.0,Delayed,14.754,Mumbai,Metro
ORD0253,DP0051,36,4.5,28.741126,77.038589,28.72306,76.965969,2024-09-08,10:20:05,1855.0,33.0,Delivered,7.36,Delhi,Metro
ORD0254,DP0192,22,5.0,12.779897,77.775755,12.699675,77.79488,2024-12-21,19:35:22,865.0,44.0,Delivered,9.158,Bengaluru,Metro
ORD0255,DP0042,27,4.3,28.694775,77.267192,28.581213,77.234519,2025-08-30,17:03:51,145.0,53.0,Delivered,13.024,Delhi,Metro
ORD0256,DP0106,33,5.0,18.433191,73.836094,18.374495,73.88015,2024-03-30,15:46:02,299.0,37.0,Delivered,8.013,Pune,Metro
ORD0257,DP0031,23,5.0,12.803975,77.408325,12.740099,77.445563,2024-02-25,11:11:12,1020.0,32.0,Delivered,8.17,Bengaluru,Metro
ORD0258,DP0082,29,4.0,13.135969,80.253214,13.205447,80.14453,2024-03-01,20:00:33,256.0,77.0,Delayed,14.077,Chennai,Metro
ORD0259,DP0018,30,4.5,12.977938,77.542271,12.936863,77.507285,2025-09-08,19:03:09,573.0,36.0,Delivered,5.936,Bengaluru,Metro
ORD0260,DP0313,36,4.0,13.001806,80.097921,13.063779,80.006626,2025-01-16,21:22:40,722.0,58.0,Delivered,12.054,Chennai,Metro
ORD0261,DP0351,41,4.6,28.870876,76.739907,28.818512,76.78038,2024-03-13,12:51:37,220.0,31.0,Delivered,7.032,Delhi,Metro
ORD0262,DP0227,25,3.9,13.07357,77.70696,13.076504,77.672613,2024-05-24,01:03:48,403.0,16.0,Delivered,3.734,Bengaluru,Metro
ORD0263,DP0129,18,3.6,18.882337,73.246471,18.895872,73.311013,2024-10-25,07:39:04,43.0,26.0,Delivered,6.955,Mumbai,Metro
ORD0264,DP0338,34,5.0,22.640107,88.312885,22.639909,88.226147,2024-09-28,11:08:59,205.0,43.0,Delivered,8.902,Kolkata,Metro
ORD0265,DP0310,20,4.3,18.364987,73.936384,18.237781,73.90727,2024-02-01,20:29:07,352.0,57.0,Delivered,14.475,Pune,Metro
ORD0266,DP0084,33,5.0,18.930822,73.247044,18.853588,73.252476,2024-10-27,13:55:56,175.0,38.0,Delayed,8.607,Mumbai,Metro
ORD0267,DP0371,44,4.6,18.98968,73.132553,18.960761,73.186379,2025-09-11,11:04:52,1317.0,29.0,Delivered,6.51,Mumbai,Metro
ORD0268,DP0010,36,4.7,18.469884,74.104935,18.356503,74.123758,2025-06-11,11:16:36,154.0,59.0,Delivered,12.763,Pune,Metro
ORD0269,DP0089,34,4.2,13.15593,80.501275,13.207969,80.618154,2025-08-30,01:17:23,309.0,45.0,Delivered,13.914,Chennai,Metro
ORD0270,DP0128,29,4.1,12.937956,77.645678,13.041799,77.59717,2025-01-21,18:07:02,460.0,46.0,Delivered,12.687,Bengaluru,Metro
ORD0271,DP0254,29,4.1,17.418327,78.295565,17.444977,78.267581,2025-08-01,20:00:27,1152.0,35.0,Delivered,4.195,Hyderabad,Metro
ORD0272,DP0199,30,3.3,17.301605,78.616912,17.238419,78.545674,2025-05-23,11:09:12,154.0,33.0,Delivered,10.324,Hyderabad,Metro
ORD0273,DP0030,26,3.5,13.128623,80.229142,13.101643,80.346286,2024-05-16,14:27:12,948.0,49.0,Delivered,13.036,Chennai,Metro
ORD0274,DP0398,31,3.9,12.885774,77.377488,12.84162,77.397167,2025-07-31,14:26:45,423.0,23.0,Delivered,5.353,Bengaluru,Metro
ORD0275,DP0352,32,4.6,12.881579,80.379452,12.797795,80.453714,2024-09-14,14:17:30,211.0,43.0,Delivered,12.313,Chennai,Metro
ORD0276,DP0320,34,5.0,28.817626,76.861004,28.802859,76.808258,2025-07-15,09:17:09,580.0,32.0,Delivered,5.395,Delhi,Metro
ORD0277,DP0186,23,4.0,28.800959,77.359199,28.792242,77.285822,2024-03-24,13:44:49,483.0,28.0,Delivered,7.216,Delhi,Metro
ORD0278,DP0380,28,4.5,28.913971,77.247016,29.027826,77.198923,2025-08-11,14:24:04,276.0,46.0,Delivered,13.497,Delhi,Metro
ORD0279,DP0006,26,4.4,28.952742,77.40224,29.009911,77.38297,2024-01-07,19:00:01,441.0,40.0,Delivered,6.627,Delhi,Metro
ORD0280,DP0137,33,4.4,13.312861,80.309423,13.24807,80.416616,2024-05-08,13:27:12,321.0,49.0,Delivered,13.656,Chennai,Metro
ORD0281,DP0229,39,4.0,12.930992,77.756312,12.870307,77.857392,2025-05-13,15:32:41,455.0,47.0,Delivered,12.867,Bengaluru,Metro
ORD0282,DP0193,31,3.1,28.78315,77.018467,28.676196,76.994854,2024-10-31,20:22:36,668.0,62.0,Delivered,12.114,Delhi,Metro
ORD0283,DP0337,31,5.0,28.63983,77.438317,28.720309,77.536194,2025-03-06,13:53:34,1275.0,49.0,Delivered,13.086,Delhi,Metro
ORD0284,DP0097,19,3.9,18.96014,72.779212,19.041769,72.754427,2024-05-02,12:33:53,177.0,27.0,Delivered,9.443,Mumbai,Metro
ORD0285,DP0333,27,4.4,12.831578,77.534521,12.836144,77.427046,2024-10-05,21:01:02,1869.0,50.0,Delivered,11.663,Bengaluru,Metro
ORD0286,DP0261,38,4.8,12.943838,80.117079,12.891274,80.042529,2025-06-16,11:27:39,107.0,55.0,Delivered,9.972,Chennai,Metro
ORD0287,DP0172,25,4.0,18.765833,73.004379,18.667753,72.989803,2024-02-05,12:02:34,378.0,46.0,Delivered,11.014,Mumbai,Metro
ORD0288,DP0130,38,3.9,22.784279,88.494227,22.739005,88.560087,2024-02-27,18:55:26,634.0,47.0,Returned,8.423,Kolkata,Metro
ORD0289,DP0160,32,3.4,22.840457,88.184267,22.813087,88.268743,2024-01-24,11:54:13,511.0,31.0,Delivered,9.177,Kolkata,Metro
ORD0290,DP0283,28,4.5,18.609922,74.048254,18.611542,73.942224,2024-11-24,13:35:29,272.0,39.0,Delivered,11.175,Pune,Metro
ORD0291,DP0311,39,5.0,28.434696,77.121002,28.385812,77.212764,2025-10-11,19:22:43,363.0,47.0,Delivered,10.492,Delhi,Metro
ORD0292,DP0141,24,3.9,28.490264,77.228345,28.490375,77.114125,2024-08-24,18:56:17,297.0,49.0,Delivered,11.163,Delhi,Metro
ORD0293,DP0204,37,4.9,28.423388,77.004869,28.514729,76.910902,2024-10-11,20:51:25,278.0,62.0,Delivered,13.694,Delhi,Metro
ORD0294,DP0120,35,5.0,28.895307,76.872587,28.839,76.750438,2025-04-02,15:27:31,761.0,42.0,Delivered,13.442,Delhi,Metro
ORD0295,DP0088,28,5.0,17.497942,78.700153,17.532538,78.576304,2024-01-03,22:06:23,539.0,65.0,Delivered,13.685,Hyderabad,Metro
ORD0296,DP0041,31,3.5,13.202788,77.70519,13.104735,77.796406,2025-05-04,20:20:46,259.0,64.0,Delivered,14.711,Bengaluru,Metro
ORD0297,DP0123,19,3.8,13.193217,77.768388,13.18991,77.760867,2025-07-22,10:54:43,788.0,11.0,Delivered,0.893,Bengaluru,Metro
ORD0298,DP0318,34,4.1,12.965748,77.736712,12.838798,77.767691,2024-06-06,18:49:18,521.0,61.0,Delivered,14.51,Bengaluru,Metro
ORD0299,DP0217,31,4.8,22.36636,88.173368,22.294776,88.144856,2024-09-16,18:17:40,742.0,45.0,Delivered,8.483,Kolkata,Metro
ORD0300,DP0234,31,3.9,28.631604,77.080229,28.676771,76.942085,2024-01-30,19:04:46,653.0,69.0,Delivered,14.385,Delhi,Metro
ORD0301,DP0342,19,4.0,28.889091,76.809653,28.896477,76.885512,2024-07-17,22:28:15,235.0,30.0,Delivered,7.431,Delhi,Metro
ORD0302,DP0236,29,3.5,17.555843,78.356625,17.541924,78.345044,2024-01-08,21:46:57,284.0,26.0,Returned,1.976,Hyderabad,Metro
ORD0303,DP0345,30,4.6,13.063905,77.478803,12.965753,77.44718,2025-01-31,13:48:09,709.0,60.0,Returned,11.439,Bengaluru,Metro
ORD0304,DP0044,27,4.5,28.737626,76.966515,28.728337,76.899678,2025-04-16,14:48:42,644.0,29.0,Delivered,6.598,Delhi,Metro
ORD0305,DP0082,30,4.9,28.949118,77.259704,28.899341,77.150565,2024-08-05,08:51:50,414.0,59.0,Delivered,11.977,Delhi,Metro
ORD0306,DP0090,25,4.9,13.152415,77.736918,13.109036,77.803588,2024-12-30,22:26:55,456.0,33.0,Delivered,8.683,Bengaluru,Metro
ORD0307,DP0275,24,3.7,18.935476,72.741041,18.996884,72.662306,2025-05-07,13:25:15,1027.0,50.0,Returned,10.732,Mumbai,Metro
ORD0308,DP0031,24,4.1,18.743059,73.819786,18.821943,73.927801,2024-11-23,19:57:00,278.0,72.0,Delivered,14.361,Pune,Metro
ORD0309,DP0340,30,4.7,28.466324,76.920078,28.487198,76.847725,2025-02-13,22:33:48,616.0,35.0,Delivered,7.443,Delhi,Metro
ORD0310,DP0056,23,3.9,18.640897,73.874863,18.624524,73.914395,2025-02-11,15:20:14,365.0,25.0,Delivered,4.546,Pune,Metro
ORD0311,DP0312,36,4.7,19.216286,73.204979,19.240783,73.32878,2024-05-05,00:42:24,361.0,47.0,Delivered,13.28,Mumbai,Metro
ORD0312,DP0296,41,5.0,13.146996,80.35271,13.063717,80.325321,2024-01-02,22:04:45,906.0,42.0,Delivered,9.724,Chennai,Metro
ORD0313,DP0025,23,4.3,22.410925,88.625104,22.385673,88.536065,2025-10-05,13:19:50,748.0,39.0,Delivered,9.575,Kolkata,Metro
ORD0314,DP0290,32,3.8,19.386454,73.043512,19.354622,73.054085,2025-09-01,22:19:18,742.0,18.0,Delivered,3.709,Mumbai,Metro
ORD0315,DP0048,29,3.1,17.616068,78.431069,17.672644,78.418771,2024-07-06,11:57:13,1047.0,30.0,Delivered,6.425,Hyderabad,Metro
ORD0316,DP0319,33,4.0,18.967994,72.600094,18.987133,72.460938,2025-05-27,22:22:16,426.0,35.0,Delivered,14.786,Mumbai,Metro
ORD0317,DP0209,37,4.8,28.848731,77.310181,28.944399,77.27482,2025-10-07,19:38:55,677.0,56.0,Delivered,11.181,Delhi,Metro
ORD0318,DP0003,44,4.3,28.484592,77.20051,28.563898,77.274212,2025-02-15,07:38:50,338.0,40.0,Delivered,11.385,Delhi,Metro
ORD0319,DP0390,41,4.2,28.71375,76.885709,28.832918,76.885252,2025-07-13,16:19:53,527.0,57.0,Delivered,13.251,Delhi,Metro
ORD0320,DP0297,35,3.4,12.938363,80.236755,12.891464,80.186725,2025-02-18,18:53:44,383.0,37.0,Delivered,7.523,Chennai,Metro
ORD0321,DP0050,29,4.0,18.907229,73.048383,18.916566,72.964235,2025-06-10,11:06:38,450.0,27.0,Delivered,8.912,Mumbai,Metro
ORD0322,DP0142,22,4.3,12.812834,77.623843,12.744153,77.710101,2024-06-17,14:02:01,637.0,47.0,Delivered,12.076,Bengaluru,Metro
ORD0323,DP0269,35,4.9,28.926335,77.046411,28.909863,77.07207,2024-08-03,12:40:11,237.0,26.0,Delayed,3.097,Delhi,Metro
ORD0324,DP0104,42,4.6,18.758261,73.071535,18.792265,73.187354,2024-08-14,22:57:38,1817.0,51.0,Delivered,12.766,Mumbai,Metro
ORD0325,DP0270,28,4.7,12.918422,80.441374,12.89246,80.485804,2025-01-01,20:56:35,208.0,30.0,Delivered,5.615,Chennai,Metro
ORD0326,DP0010,34,3.6,28.710373,77.001894,28.639711,77.045639,2024-02-18,12:15:34,180.0,41.0,Delivered,8.941,Delhi,Metro
ORD0327,DP0302,35,5.0,28.786125,76.720039,28.795496,76.737436,2024-08-10,12:15:51,945.0,24.0,Delayed,1.99,Delhi,Metro
ORD0328,DP0375,41,4.2,12.74046,77.748965,12.797406,77.707142,2025-07-02,19:18:49,731.0,46.0,Delivered,7.789,Bengaluru,Metro
ORD0329,DP0126,28,4.3,28.549643,77.128454,28.612151,77.036614,2025-06-11,00:51:58,650.0,36.0,Delivered,11.346,Delhi,Metro
ORD0330,DP0035,31,4.4,18.601617,73.788308,18.507637,73.772235,2024-02-02,22:17:11,652.0,36.0,Delivered,10.587,Pune,Metro
ORD0331,DP0030,31,3.9,17.261569,78.602097,17.294317,78.60467,2024-07-26,12:14:58,416.0,17.0,Delivered,3.652,Hyderabad,Metro
ORD0332,DP0265,34,4.2,28.624513,77.171063,28.494004,77.133101,2024-08-25,11:01:48,224.0,49.0,Delivered,14.978,Delhi,Metro
ORD0333,DP0334,37,4.7,13.259008,80.132338,13.348006,80.109044,2025-06-27,21:53:56,443.0,43.0,Delivered,10.212,Chennai,Metro
ORD0334,DP0385,30,5.0,18.475482,73.620568,18.457836,73.492121,2025-01-10,13:44:04,261.0,44.0,Delivered,13.689,Pune,Metro
ORD0335,DP0400,31,4.0,19.224271,73.205825,19.162292,73.233217,2025-01-17,18:45:14,831.0,45.0,Delivered,7.468,Mumbai,Metro
ORD0336,DP0095,26,3.5,12.96654,77.677505,12.98543,77.765648,2025-09-19,20:55:18,379.0,37.0,Delivered,9.779,Bengaluru,Metro
ORD0337,DP0102,33,4.4,19.089161,72.500474,19.079562,72.376298,2025-07-02,09:19:48,236.0,50.0,Delivered,13.092,Mumbai,Metro
ORD0338,DP0256,36,4.4,17.583243,78.441807,17.679518,78.520502,2024-04-09,08:07:14,335.0,63.0,Delivered,13.57,Hyderabad,Metro
ORD0339,DP0009,24,4.7,29.014625,76.894185,28.8835,76.914179,2025-10-14,22:05:58,561.0,39.0,Delivered,14.71,Delhi,Metro
ORD0340,DP0230,29,4.2,18.545559,73.919155,18.586333,73.963646,2025-06-25,14:16:55,283.0,25.0,Delivered,6.523,Pune,Metro
ORD0341,DP0034,38,4.8,19.149183,72.749325,19.141957,72.683856,2024-03-24,20:21:57,236.0,37.0,Delivered,6.924,Mumbai,Metro
ORD0342,DP0311,32,4.6,18.497229,73.827032,18.410317,73.855959,2024-02-08,20:54:59,498.0,45.0,Delivered,10.134,Pune,Metro
ORD0343,DP0228,27,4.1,12.983455,80.09094,12.914102,80.140219,2024-02-21,11:37:59,499.0,32.0,Delivered,9.38,Chennai,Metro
ORD0344,DP0089,33,4.2,18.969559,72.944084,19.079347,72.939557,2025-07-26,14:03:35,295.0,82.0,Returned,12.217,Mumbai,Metro
ORD0345,DP0128,39,5.0,22.346932,88.307931,22.347222,88.188943,2025-06-27,12:57:27,302.0,43.0,Delivered,12.237,Kolkata,Metro
ORD0346,DP0217,24,3.6,18.85502,72.812737,18.959092,72.811304,2025-08-13,19:28:31,494.0,50.0,Delivered,11.573,Mumbai,Metro
ORD0347,DP0271,34,3.5,13.011441,80.075372,13.057304,80.108437,2025-05-12,19:17:57,152.0,37.0,Delivered,6.232,Chennai,Metro
ORD0348,DP0036,19,4.6,22.465989,88.210214,22.542967,88.191502,2024-12-15,13:20:52,157.0,50.0,Delivered,8.773,Kolkata,Metro
ORD0349,DP0232,35,5.0,22.302548,88.233525,22.31261,88.110153,2024-01-13,11:37:50,254.0,45.0,Delivered,12.741,Kolkata,Metro
ORD0350,DP0360,37,3.8,13.202659,80.189284,13.316211,80.216139,2025-04-17,22:02:16,362.0,37.0,Delivered,12.957,Chennai,Metro
ORD0351,DP0055,37,4.1,13.10447,80.177088,13.028584,80.146766,2024-12-14,10:36:02,522.0,39.0,Delivered,9.055,Chennai,Metro
ORD0352,DP0167,31,5.0,22.459473,88.196739,22.399229,88.262071,2025-06-12,22:20:47,1180.0,36.0,Delivered,9.485,Kolkata,Metro
ORD0353,DP0399,24,3.6,13.073018,80.274159,13.1011,80.199943,2024-10-11,18:22:48,766.0,45.0,Delivered,8.623,Chennai,Metro
ORD0354,DP0060,37,3.9,18.556322,74.069256,18.653727,74.004191,2025-04-04,18:03:23,376.0,58.0,Delivered,12.819,Pune,Metro
ORD0355,DP0246,29,3.4,28.985336,77.199046,28.944552,77.290676,2024-01-20,20:52:06,414.0,47.0,Delivered,10.002,Delhi,Metro
ORD0356,DP0011,34,3.9,17.279563,78.680981,17.386586,78.654364,2024-10-28,18:37:06,208.0,53.0,Delivered,12.231,Hyderabad,Metro
ORD0357,DP0071,31,3.7,18.962131,73.16487,18.925752,73.212855,2024-01-16,14:57:04,415.0,25.0,Delivered,6.468,Mumbai,Metro
ORD0358,DP0089,29,4.3,17.284436,78.647323,17.205945,78.74812,2024-04-23,18:56:45,343.0,51.0,Delivered,13.811,Hyderabad,Metro
ORD0359,DP0002,38,4.6,13.145513,80.356581,13.104204,80.452731,2024-12-07,13:58:24,526.0,57.0,Delayed,11.38,Chennai,Metro
ORD0360,DP0260,24,5.0,18.435496,73.902789,18.519217,73.887442,2025-05-16,21:00:55,235.0,67.0,Returned,9.449,Pune,Metro
